SEASON_TM,SEASON,CONFERENCE,DIVISION,TEAM,TM,PLAYOFFS,GP,W,L,T,OL,PTS,PTS%,GF,GA,SRS,SOS,RPt%,ROW
2007PIT,2007,Eastern,Atlantic,Pittsburgh Penguins,PIT,Y,82,47,24,,11,105,0.64,277,246,0.21,-0.17,0.549,37
2007NYR,2007,Eastern,Atlantic,New York Rangers,NYR,Y,82,42,30,,10,94,0.573,242,216,0.16,-0.16,0.488,33
2007NYI,2007,Eastern,Atlantic,New York Islanders,NYI,Y,82,40,30,,12,92,0.561,248,240,-0.04,-0.14,0.47,32
2007PHI,2007,Eastern,Atlantic,Philadelphia Flyers,PHI,N,82,22,48,,12,56,0.341,214,303,-1.12,-0.04,0.299,21
2007BUF,2007,Eastern,Northeast,Buffalo Sabres,BUF,Y,82,53,22,,7,113,0.689,308,242,0.64,-0.16,0.61,43
2007OTT,2007,Eastern,Northeast,Ottawa Senators,OTT,Y,82,48,25,,9,105,0.64,288,222,0.64,-0.16,0.61,46
2007TOR,2007,Eastern,Northeast,Toronto Maple Leafs,TOR,N,82,40,31,,11,91,0.555,258,269,-0.21,-0.08,0.506,36
2007MTL,2007,Eastern,Northeast,Montreal Canadiens,MTL,N,82,42,34,,6,90,0.549,245,256,-0.21,-0.08,0.506,36
2007BOS,2007,Eastern,Northeast,Boston Bruins,BOS,N,82,35,41,,6,76,0.463,219,289,-0.87,-0.01,0.396,26
2007ATL,2007,Eastern,Southeast,Atlanta Thrashers,ATL,Y,82,43,28,,11,97,0.591,246,245,-0.15,-0.16,0.506,36
2007TBL,2007,Eastern,Southeast,Tampa Bay Lightning,TBL,Y,82,44,33,,5,93,0.567,253,261,-0.25,-0.15,0.488,34
2007CAR,2007,Eastern,Southeast,Carolina Hurricanes,CAR,N,82,40,34,,8,88,0.537,241,253,-0.29,-0.15,0.518,40
2007FLA,2007,Eastern,Southeast,Florida Panthers,FLA,N,82,35,31,,16,86,0.524,247,257,-0.27,-0.15,0.463,33
2007WSH,2007,Eastern,Southeast,Washington Capitals,WSH,N,82,28,40,,14,70,0.427,235,286,-0.73,-0.1,0.402,27
2007DET,2007,Western,Central,Detroit Red Wings,DET,Y,82,50,19,,13,113,0.689,254,199,0.72,0.05,0.646,48
2007NSH,2007,Western,Central,Nashville Predators,NSH,Y,82,51,23,,8,110,0.671,272,212,0.78,0.05,0.616,45
2007STL,2007,Western,Central,St. Louis Blues,STL,N,82,34,35,,13,81,0.494,214,254,-0.33,0.15,0.415,28
2007CBJ,2007,Western,Central,Columbus Blue Jackets,CBJ,N,82,33,42,,7,73,0.445,201,249,-0.42,0.16,0.402,28
2007CHI,2007,Western,Central,Chicago Blackhawks,CHI,N,82,31,42,,9,71,0.433,201,258,-0.52,0.17,0.384,25
2007VAN,2007,Western,Northwest,Vancouver Canucks,VAN,Y,82,49,26,,7,105,0.64,222,201,0.39,0.13,0.591,44
2007MIN,2007,Western,Northwest,Minnesota Wild,MIN,Y,82,48,26,,8,104,0.634,235,191,0.65,0.11,0.567,38
2007CGY,2007,Western,Northwest,Calgary Flames,CGY,Y,82,43,29,,10,96,0.585,258,226,0.51,0.12,0.537,40
2007COL,2007,Western,Northwest,Colorado Avalanche,COL,N,82,44,31,,7,95,0.579,272,251,0.39,0.13,0.53,39
2007EDM,2007,Western,Northwest,Edmonton Oilers,EDM,N,82,32,43,,7,71,0.433,195,248,-0.43,0.22,0.39,29
2007ANA,2007,Western,Pacific,Anaheim Ducks,ANA,Y,82,48,20,,14,110,0.671,258,208,0.67,0.06,0.622,44
2007SJS,2007,Western,Pacific,San Jose Sharks,SJS,Y,82,51,26,,5,107,0.652,258,199,0.77,0.05,0.622,49
2007DAL,2007,Western,Pacific,Dallas Stars,DAL,Y,82,50,25,,7,107,0.652,226,197,0.44,0.08,0.579,41
2007LAK,2007,Western,Pacific,Los Angeles Kings,LAK,N,82,27,41,,14,68,0.415,227,283,-0.51,0.18,0.341,23
2007PHX,2007,Western,Pacific,Phoenix Coyotes,PHX,N,82,31,46,,5,67,0.409,216,284,-0.64,0.19,0.36,26
2008PIT,2008,Eastern,Atlantic,Pittsburgh Penguins,PIT,Y,82,47,27,,8,102,0.622,247,216,0.24,-0.14,0.555,40
2008NJD,2008,Eastern,Atlantic,New Jersey Devils,NJD,Y,82,46,29,,7,99,0.604,206,197,0,-0.11,0.537,38
2008NYR,2008,Eastern,Atlantic,New York Rangers,NYR,Y,82,42,27,,13,97,0.591,213,199,0.05,-0.12,0.518,34
2008PHI,2008,Eastern,Atlantic,Philadelphia Flyers,PHI,Y,82,42,29,,11,95,0.579,248,233,0.06,-0.12,0.53,39
2008NYI,2008,Eastern,Atlantic,New York Islanders,NYI,N,82,35,38,,9,79,0.482,194,243,-0.65,-0.05,0.415,30
2008MTL,2008,Eastern,Northeast,Montreal Canadiens,MTL,Y,82,47,25,,10,104,0.634,262,222,0.35,-0.14,0.579,42
2008OTT,2008,Eastern,Northeast,Ottawa Senators,OTT,Y,82,43,31,,8,94,0.573,261,247,0.06,-0.11,0.537,40
2008BOS,2008,Eastern,Northeast,Boston Bruins,BOS,Y,82,41,29,,12,94,0.573,212,222,-0.2,-0.08,0.506,35
2008BUF,2008,Eastern,Northeast,Buffalo Sabres,BUF,N,82,39,31,,12,90,0.549,255,242,0.05,-0.11,0.506,35
2008TOR,2008,Eastern,Northeast,Toronto Maple Leafs,TOR,N,82,36,35,,11,83,0.506,231,260,-0.42,-0.06,0.445,33
2008WSH,2008,Eastern,Southeast,Washington Capitals,WSH,Y,82,43,31,,8,94,0.573,242,231,-0.06,-0.19,0.524,39
2008CAR,2008,Eastern,Southeast,Carolina Hurricanes,CAR,N,82,43,33,,6,92,0.561,252,249,-0.15,-0.18,0.53,41
2008FLA,2008,Eastern,Southeast,Florida Panthers,FLA,N,82,38,35,,9,85,0.518,216,226,-0.29,-0.17,0.47,33
2008ATL,2008,Eastern,Southeast,Atlanta Thrashers,ATL,N,82,34,40,,8,76,0.463,216,272,-0.8,-0.12,0.396,25
2008TBL,2008,Eastern,Southeast,Tampa Bay Lightning,TBL,N,82,31,42,,9,71,0.433,223,267,-0.67,-0.13,0.372,29
2008DET,2008,Western,Central,Detroit Red Wings,DET,Y,82,54,21,,7,115,0.701,257,184,0.93,0.04,0.659,49
2008NSH,2008,Western,Central,Nashville Predators,NSH,Y,82,41,32,,9,91,0.555,230,229,0.13,0.12,0.512,38
2008CHI,2008,Western,Central,Chicago Blackhawks,CHI,N,82,40,34,,8,88,0.537,239,235,0.16,0.12,0.482,35
2008CBJ,2008,Western,Central,Columbus Blue Jackets,CBJ,N,82,34,36,,12,80,0.488,193,218,-0.16,0.15,0.445,31
2008STL,2008,Western,Central,St. Louis Blues,STL,N,82,33,36,,13,79,0.482,205,237,-0.24,0.16,0.415,30
2008MIN,2008,Western,Northwest,Minnesota Wild,MIN,Y,82,44,28,,10,98,0.598,223,218,0.16,0.1,0.567,41
2008COL,2008,Western,Northwest,Colorado Avalanche,COL,Y,82,44,31,,7,95,0.579,231,219,0.24,0.09,0.512,37
2008CGY,2008,Western,Northwest,Calgary Flames,CGY,Y,82,42,30,,10,94,0.573,229,227,0.13,0.1,0.512,39
2008VAN,2008,Western,Northwest,Vancouver Canucks,VAN,N,82,39,33,,10,88,0.537,213,215,0.08,0.11,0.494,33
2008EDM,2008,Western,Northwest,Edmonton Oilers,EDM,N,82,41,35,,6,88,0.537,235,251,-0.07,0.12,0.433,26
2008SJS,2008,Western,Pacific,San Jose Sharks,SJS,Y,82,49,23,,10,108,0.659,222,193,0.47,0.12,0.598,43
2008ANA,2008,Western,Pacific,Anaheim Ducks,ANA,Y,82,47,27,,8,102,0.622,205,191,0.3,0.13,0.567,39
2008DAL,2008,Western,Pacific,Dallas Stars,DAL,Y,82,45,30,,7,97,0.591,242,207,0.54,0.11,0.537,40
2008PHX,2008,Western,Pacific,Phoenix Coyotes,PHX,N,82,38,37,,7,83,0.506,214,231,-0.04,0.17,0.47,33
2008LAK,2008,Western,Pacific,Los Angeles Kings,LAK,N,82,32,43,,7,71,0.433,231,266,-0.24,0.19,0.378,27
2009NJD,2009,Eastern,Atlantic,New Jersey Devils,NJD,Y,82,51,27,,4,106,0.646,244,209,0.38,-0.05,0.598,45
2009PHI,2009,Eastern,Atlantic,Philadelphia Flyers,PHI,Y,82,44,27,,11,99,0.604,264,238,0.28,-0.04,0.549,40
2009PIT,2009,Eastern,Atlantic,Pittsburgh Penguins,PIT,Y,82,45,28,,9,99,0.604,264,239,0.28,-0.02,0.549,39
2009NYR,2009,Eastern,Atlantic,New York Rangers,NYR,Y,82,43,30,,9,95,0.579,210,218,-0.1,-0.01,0.5,33
2009NYI,2009,Eastern,Atlantic,New York Islanders,NYI,N,82,26,47,,9,61,0.372,201,279,-0.91,0.05,0.329,23
2009BOS,2009,Eastern,Northeast,Boston Bruins,BOS,Y,82,53,19,,10,116,0.707,274,196,0.89,-0.06,0.659,49
2009MTL,2009,Eastern,Northeast,Montreal Canadiens,MTL,Y,82,41,30,,11,93,0.567,249,247,0.02,-0.01,0.5,34
2009BUF,2009,Eastern,Northeast,Buffalo Sabres,BUF,N,82,41,32,,9,91,0.555,250,234,0.18,-0.02,0.482,33
2009OTT,2009,Eastern,Northeast,Ottawa Senators,OTT,N,82,36,35,,11,83,0.506,217,237,-0.23,0.01,0.451,32
2009TOR,2009,Eastern,Northeast,Toronto Maple Leafs,TOR,N,82,34,35,,13,81,0.494,250,293,-0.49,0.03,0.421,28
2009WSH,2009,Eastern,Southeast,Washington Capitals,WSH,Y,82,50,24,,8,108,0.659,272,245,0.27,-0.06,0.616,46
2009CAR,2009,Eastern,Southeast,Carolina Hurricanes,CAR,Y,82,45,30,,7,97,0.591,239,226,0.11,-0.05,0.561,42
2009FLA,2009,Eastern,Southeast,Florida Panthers,FLA,N,82,41,30,,11,93,0.567,234,231,0,-0.04,0.53,38
2009ATL,2009,Eastern,Southeast,Atlanta Thrashers,ATL,N,82,35,41,,6,76,0.463,257,280,-0.3,-0.02,0.39,28
2009TBL,2009,Eastern,Southeast,Tampa Bay Lightning,TBL,N,82,24,40,,18,66,0.402,210,279,-0.81,0.03,0.335,21
2009DET,2009,Western,Central,Detroit Red Wings,DET,Y,82,51,21,,10,112,0.683,295,244,0.62,0,0.61,45
2009CHI,2009,Western,Central,Chicago Blackhawks,CHI,Y,82,46,24,,12,104,0.634,264,216,0.6,0.01,0.579,42
2009STL,2009,Western,Central,St. Louis Blues,STL,Y,82,41,31,,10,92,0.561,233,233,0.05,0.05,0.5,35
2009CBJ,2009,Western,Central,Columbus Blue Jackets,CBJ,Y,82,41,31,,10,92,0.561,226,230,-0.01,0.04,0.506,35
2009NSH,2009,Western,Central,Nashville Predators,NSH,N,82,40,34,,8,88,0.537,213,233,-0.19,0.06,0.482,34
2009VAN,2009,Western,Northwest,Vancouver Canucks,VAN,Y,82,45,27,,10,100,0.61,246,220,0.3,-0.02,0.573,42
2009CGY,2009,Western,Northwest,Calgary Flames,CGY,Y,82,46,30,,6,98,0.598,254,248,0.07,0,0.555,43
2009MIN,2009,Western,Northwest,Minnesota Wild,MIN,N,82,40,33,,9,89,0.543,219,200,0.22,-0.02,0.476,35
2009EDM,2009,Western,Northwest,Edmonton Oilers,EDM,N,82,38,35,,9,85,0.518,234,248,-0.16,0.01,0.451,32
2009COL,2009,Western,Northwest,Colorado Avalanche,COL,N,82,32,45,,5,69,0.421,199,257,-0.66,0.05,0.36,23
2009SJS,2009,Western,Pacific,San Jose Sharks,SJS,Y,82,53,18,,11,117,0.713,257,204,0.61,-0.04,0.64,47
2009ANA,2009,Western,Pacific,Anaheim Ducks,ANA,Y,82,42,33,,7,91,0.555,245,238,0.09,0,0.488,35
2009DAL,2009,Western,Pacific,Dallas Stars,DAL,N,82,36,35,,11,83,0.506,230,257,-0.3,0.03,0.439,30
2009PHX,2009,Western,Pacific,Phoenix Coyotes,PHX,N,82,36,39,,7,79,0.482,208,252,-0.5,0.04,0.439,33
2009LAK,2009,Western,Pacific,Los Angeles Kings,LAK,N,82,34,37,,11,79,0.482,207,234,-0.29,0.04,0.433,2
2010NJD,2010,Eastern,Atlantic,New Jersey Devils,NJD,Y,82,48,27,,7,103,0.628,222,191,0.31,-0.07,0.579,42
2010PIT,2010,Eastern,Atlantic,Pittsburgh Penguins,PIT,Y,82,47,28,,7,101,0.616,257,237,0.17,-0.07,0.537,39
2010PHI,2010,Eastern,Atlantic,Philadelphia Flyers,PHI,Y,82,41,35,,6,88,0.537,236,225,0.08,-0.06,0.494,37
2010NYR,2010,Eastern,Atlantic,New York Rangers,NYR,N,82,38,33,,11,87,0.53,222,218,0,-0.05,0.47,35
2010NYI,2010,Eastern,Atlantic,New York Islanders,NYI,N,82,34,37,,11,79,0.482,222,264,-0.53,-0.02,0.402,26
2010BUF,2010,Eastern,Northeast,Buffalo Sabres,BUF,Y,82,45,27,,10,100,0.61,235,207,0.26,-0.08,0.561,41
2010OTT,2010,Eastern,Northeast,Ottawa Senators,OTT,Y,82,44,32,,6,94,0.573,225,238,-0.22,-0.06,0.537,39
2010BOS,2010,Eastern,Northeast,Boston Bruins,BOS,Y,82,39,30,,13,91,0.555,206,200,0.01,-0.06,0.47,29
2010MTL,2010,Eastern,Northeast,Montreal Canadiens,MTL,Y,82,39,33,,10,88,0.537,217,223,-0.14,-0.07,0.463,32
2010TOR,2010,Eastern,Northeast,Toronto Maple Leafs,TOR,N,82,30,38,,14,74,0.451,214,267,-0.68,-0.03,0.366,26
2010WSH,2010,Eastern,Southeast,Washington Capitals,WSH,Y,82,54,15,,13,121,0.738,318,233,0.9,-0.14,0.665,49
2010ATL,2010,Eastern,Southeast,Atlanta Thrashers,ATL,N,82,35,34,,13,83,0.506,234,256,-0.33,-0.06,0.439,31
2010CAR,2010,Eastern,Southeast,Carolina Hurricanes,CAR,N,82,35,37,,10,80,0.488,230,256,-0.37,-0.05,0.433,31
2010TBL,2010,Eastern,Southeast,Tampa Bay Lightning,TBL,N,82,34,36,,12,80,0.488,217,260,-0.56,-0.03,0.433,30
2010FLA,2010,Eastern,Southeast,Florida Panthers,FLA,N,82,32,37,,13,77,0.47,208,244,-0.47,-0.03,0.415,26
2010CHI,2010,Western,Central,Chicago Blackhawks,CHI,Y,82,52,22,,8,112,0.683,271,209,0.77,0.02,0.616,43
2010DET,2010,Western,Central,Detroit Red Wings,DET,Y,82,44,24,,14,102,0.622,229,216,0.23,0.07,0.555,38
2010NSH,2010,Western,Central,Nashville Predators,NSH,Y,82,47,29,,6,100,0.61,225,225,0.06,0.06,0.549,39
2010STL,2010,Western,Central,St. Louis Blues,STL,N,82,40,32,,10,90,0.549,225,223,0.08,0.06,0.476,33
2010CBJ,2010,Western,Central,Columbus Blue Jackets,CBJ,N,82,32,35,,15,79,0.482,216,259,-0.42,0.11,0.439,30
2010VAN,2010,Western,Northwest,Vancouver Canucks,VAN,Y,82,49,28,,5,103,0.628,272,222,0.6,-0.01,0.598,45
2010COL,2010,Western,Northwest,Colorado Avalanche,COL,Y,82,43,30,,9,95,0.579,244,233,0.16,0.02,0.512,36
2010CGY,2010,Western,Northwest,Calgary Flames,CGY,N,82,40,32,,10,90,0.549,204,210,-0.03,0.04,0.512,37
2010MIN,2010,Western,Northwest,Minnesota Wild,MIN,N,82,38,36,,8,84,0.512,219,246,-0.26,0.07,0.476,33
2010EDM,2010,Western,Northwest,Edmonton Oilers,EDM,N,82,27,47,,8,62,0.378,214,284,-0.76,0.09,0.317,19
2010SJS,2010,Western,Pacific,San Jose Sharks,SJS,Y,82,51,20,,11,113,0.689,264,215,0.65,0.05,0.616,44
2010PHX,2010,Western,Pacific,Phoenix Coyotes,PHX,Y,82,50,25,,7,107,0.652,225,202,0.34,0.06,0.561,36
2010LAK,2010,Western,Pacific,Los Angeles Kings,LAK,Y,82,46,27,,9,101,0.616,241,219,0.32,0.05,0.549,36
2010ANA,2010,Western,Pacific,Anaheim Ducks,ANA,N,82,39,32,,11,89,0.543,238,251,-0.07,0.09,0.494,34
2010DAL,2010,Western,Pacific,Dallas Stars,DAL,N,82,37,31,,14,88,0.537,237,254,-0.12,0.09,0.47,30
2011PHI,2011,Eastern,Atlantic,Philadelphia Flyers,PHI,Y,82,47,23,,12,106,0.646,259,223,0.4,-0.04,0.598,44
2011PIT,2011,Eastern,Atlantic,Pittsburgh Penguins,PIT,Y,82,49,25,,8,106,0.646,238,199,0.43,-0.05,0.555,39
2011NYR,2011,Eastern,Atlantic,New York Rangers,NYR,Y,82,44,33,,5,93,0.567,233,198,0.37,-0.06,0.5,35
2011NJD,2011,Eastern,Atlantic,New Jersey Devils,NJD,N,82,38,39,,5,81,0.494,174,209,-0.41,0.02,0.457,35
2011NYI,2011,Eastern,Atlantic,New York Islanders,NYI,N,82,30,39,,13,73,0.445,229,264,-0.42,0.01,0.378,26
2011BOS,2011,Eastern,Northeast,Boston Bruins,BOS,Y,82,46,25,,11,103,0.628,246,195,0.56,-0.07,0.585,44
2011MTL,2011,Eastern,Northeast,Montreal Canadiens,MTL,Y,82,44,30,,8,96,0.585,216,209,0.05,-0.04,0.537,41
2011BUF,2011,Eastern,Northeast,Buffalo Sabres,BUF,Y,82,43,29,,10,96,0.585,245,229,0.15,-0.04,0.5,38
2011TOR,2011,Eastern,Northeast,Toronto Maple Leafs,TOR,N,82,37,34,,11,85,0.518,218,251,-0.41,0,0.457,32
2011OTT,2011,Eastern,Northeast,Ottawa Senators,OTT,N,82,32,40,,10,74,0.451,192,250,-0.69,0.02,0.409,30
2011WSH,2011,Eastern,Southeast,Washington Capitals,WSH,Y,82,48,23,,11,107,0.652,224,197,0.27,-0.06,0.591,43
2011TBL,2011,Eastern,Southeast,Tampa Bay Lightning,TBL,Y,82,46,25,,11,103,0.628,247,240,0.04,-0.05,0.561,40
2011CAR,2011,Eastern,Southeast,Carolina Hurricanes,CAR,N,82,40,31,,11,91,0.555,236,239,-0.08,-0.04,0.488,35
2011ATL,2011,Eastern,Southeast,Atlanta Thrashers,ATL,N,82,34,36,,12,80,0.488,223,269,-0.57,-0.01,0.427,29
2011FLA,2011,Eastern,Southeast,Florida Panthers,FLA,N,82,30,40,,12,72,0.439,195,229,-0.43,-0.01,0.384,26
2011DET,2011,Western,Central,Detroit Red Wings,DET,Y,82,47,25,,10,104,0.634,261,241,0.27,0.03,0.573,43
2011NSH,2011,Western,Central,Nashville Predators,NSH,Y,82,44,27,,11,99,0.604,219,194,0.31,0.01,0.524,38
2011CHI,2011,Western,Central,Chicago Blackhawks,CHI,Y,82,44,29,,9,97,0.591,258,225,0.41,0.01,0.53,38
2011STL,2011,Western,Central,St. Louis Blues,STL,N,82,38,33,,11,87,0.53,240,234,0.11,0.04,0.476,34
2011CBJ,2011,Western,Central,Columbus Blue Jackets,CBJ,N,82,34,35,,13,81,0.494,215,258,-0.45,0.08,0.433,29
2011VAN,2011,Western,Northwest,Vancouver Canucks,VAN,Y,82,54,19,,9,117,0.713,262,185,0.87,-0.07,0.665,50
2011CGY,2011,Western,Northwest,Calgary Flames,CGY,N,82,41,29,,12,94,0.573,250,237,0.14,-0.02,0.488,32
2011MIN,2011,Western,Northwest,Minnesota Wild,MIN,N,82,39,35,,8,86,0.524,206,233,-0.3,0.03,0.488,36
2011COL,2011,Western,Northwest,Colorado Avalanche,COL,N,82,30,44,,8,68,0.415,227,288,-0.7,0.05,0.335,24
2011EDM,2011,Western,Northwest,Edmonton Oilers,EDM,N,82,25,45,,12,62,0.378,193,269,-0.87,0.06,0.348,23
2011SJS,2011,Western,Pacific,San Jose Sharks,SJS,Y,82,48,25,,9,105,0.64,248,213,0.44,0.02,0.585,43
2011ANA,2011,Western,Pacific,Anaheim Ducks,ANA,Y,82,47,30,,5,99,0.604,239,235,0.09,0.05,0.561,43
2011PHX,2011,Western,Pacific,Phoenix Coyotes,PHX,Y,82,43,26,,13,99,0.604,231,226,0.11,0.05,0.53,38
2011LAK,2011,Western,Pacific,Los Angeles Kings,LAK,Y,82,46,30,,6,98,0.598,219,198,0.29,0.03,0.512,36
2011DAL,2011,Western,Pacific,Dallas Stars,DAL,N,82,42,29,,11,95,0.579,227,233,-0.02,0.05,0.524,37
2012NYR,2012,Eastern,Atlantic,New York Rangers,NYR,Y,82,51,24,,7,109,0.665,226,187,0.46,-0.02,0.628,47
2012PIT,2012,Eastern,Atlantic,Pittsburgh Penguins,PIT,Y,82,51,25,,6,108,0.659,282,221,0.71,-0.03,0.585,42
2012PHI,2012,Eastern,Atlantic,Philadelphia Flyers,PHI,Y,82,47,26,,9,103,0.628,264,232,0.39,0,0.591,43
2012NJD,2012,Eastern,Atlantic,New Jersey Devils,NJD,Y,82,48,28,,6,102,0.622,228,209,0.23,0,0.537,36
2012NYI,2012,Eastern,Atlantic,New York Islanders,NYI,N,82,34,37,,11,79,0.482,203,255,-0.58,0.05,0.396,27
2012BOS,2012,Eastern,Northeast,Boston Bruins,BOS,Y,82,49,29,,4,102,0.622,269,202,0.75,-0.07,0.561,40
2012OTT,2012,Eastern,Northeast,Ottawa Senators,OTT,Y,82,41,31,,10,92,0.561,249,240,0.09,-0.02,0.488,35
2012BUF,2012,Eastern,Northeast,Buffalo Sabres,BUF,N,82,39,32,,11,89,0.543,218,230,-0.15,0,0.476,32
2012TOR,2012,Eastern,Northeast,Toronto Maple Leafs,TOR,N,82,35,37,,10,80,0.488,231,264,-0.38,0.02,0.433,31
2012MTL,2012,Eastern,Northeast,Montreal Canadiens,MTL,N,82,31,35,,16,78,0.476,212,226,-0.17,0,0.421,26
2012FLA,2012,Eastern,Southeast,Florida Panthers,FLA,Y,82,38,26,,18,94,0.573,203,227,-0.33,-0.03,0.494,32
2012WSH,2012,Eastern,Southeast,Washington Capitals,WSH,Y,82,42,32,,8,92,0.561,222,230,-0.13,-0.03,0.512,38
2012TBL,2012,Eastern,Southeast,Tampa Bay Lightning,TBL,N,82,38,36,,8,84,0.512,235,281,-0.57,-0.01,0.463,35
2012WPG,2012,Eastern,Southeast,Winnipeg Jets,WPG,N,82,37,35,,10,84,0.512,225,246,-0.3,-0.04,0.451,33
2012CAR,2012,Eastern,Southeast,Carolina Hurricanes,CAR,N,82,33,33,,16,82,0.5,213,243,-0.39,-0.02,0.433,32
2012STL,2012,Western,Central,St. Louis Blues,STL,Y,82,49,22,,11,109,0.665,210,165,0.54,-0.01,0.634,45
2012NSH,2012,Western,Central,Nashville Predators,NSH,Y,82,48,26,,8,104,0.634,237,210,0.34,0.01,0.585,43
2012DET,2012,Western,Central,Detroit Red Wings,DET,Y,82,48,28,,6,102,0.622,248,203,0.55,0,0.549,39
2012CHI,2012,Western,Central,Chicago Blackhawks,CHI,Y,82,45,26,,11,101,0.616,248,238,0.14,0.02,0.549,38
2012CBJ,2012,Western,Central,Columbus Blue Jackets,CBJ,N,82,29,46,,7,65,0.396,202,262,-0.65,0.08,0.36,25
2012VAN,2012,Western,Northwest,Vancouver Canucks,VAN,Y,82,51,22,,9,111,0.677,249,198,0.57,-0.05,0.616,43
2012CGY,2012,Western,Northwest,Calgary Flames,CGY,N,82,37,29,,16,90,0.549,202,226,-0.28,0.01,0.488,34
2012COL,2012,Western,Northwest,Colorado Avalanche,COL,N,82,41,35,,6,88,0.537,208,220,-0.13,0.01,0.457,32
2012MIN,2012,Western,Northwest,Minnesota Wild,MIN,N,82,35,36,,11,81,0.494,177,226,-0.58,0.02,0.415,24
2012EDM,2012,Western,Northwest,Edmonton Oilers,EDM,N,82,32,40,,10,74,0.451,212,239,-0.32,0.01,0.402,27
2012PHX,2012,Western,Pacific,Phoenix Coyotes,PHX,Y,82,42,27,,13,97,0.591,216,204,0.16,0.01,0.537,36
2012SJS,2012,Western,Pacific,San Jose Sharks,SJS,Y,82,43,29,,10,96,0.585,228,210,0.22,0,0.5,34
2012LAK,2012,Western,Pacific,Los Angeles Kings,LAK,Y,82,40,27,,15,95,0.579,194,179,0.19,0.01,0.506,34
2012DAL,2012,Western,Pacific,Dallas Stars,DAL,N,82,42,35,,5,89,0.543,211,222,-0.1,0.03,0.494,35
2012ANA,2012,Western,Pacific,Anaheim Ducks,ANA,N,82,34,36,,12,80,0.488,204,231,-0.29,0.04,0.439,31
2013PIT,2013,Eastern,Atlantic,Pittsburgh Penguins,PIT,Y,48,36,12,,0,72,0.75,165,119,0.91,-0.05,0.719,33
2013NYR,2013,Eastern,Atlantic,New York Rangers,NYR,Y,48,26,18,,4,56,0.583,130,112,0.38,0,0.542,22
2013NYI,2013,Eastern,Atlantic,New York Islanders,NYI,Y,48,24,17,,7,55,0.573,139,139,0.03,0.03,0.49,20
2013PHI,2013,Eastern,Atlantic,Philadelphia Flyers,PHI,N,48,23,22,,3,49,0.51,133,141,-0.14,0.03,0.49,22
2013NJD,2013,Eastern,Atlantic,New Jersey Devils,NJD,N,48,19,19,,10,48,0.5,112,129,-0.31,0.04,0.448,17
2013MTL,2013,Eastern,Northeast,Montreal Canadiens,MTL,Y,48,29,14,,5,63,0.656,149,126,0.46,-0.02,0.594,26
2013BOS,2013,Eastern,Northeast,Boston Bruins,BOS,Y,48,28,14,,6,62,0.646,131,109,0.44,-0.02,0.573,24
2013TOR,2013,Eastern,Northeast,Toronto Maple Leafs,TOR,Y,48,26,17,,5,57,0.594,145,133,0.27,0.02,0.594,26
2013OTT,2013,Eastern,Northeast,Ottawa Senators,OTT,Y,48,25,17,,6,56,0.583,116,104,0.27,0.02,0.521,21
2013BUF,2013,Eastern,Northeast,Buffalo Sabres,BUF,N,48,21,21,,6,48,0.5,125,143,-0.31,0.07,0.406,14
2013WSH,2013,Eastern,Southeast,Washington Capitals,WSH,Y,48,27,18,,3,57,0.594,149,130,0.31,-0.09,0.531,24
2013WPG,2013,Eastern,Southeast,Winnipeg Jets,WPG,N,48,24,21,,3,51,0.531,128,144,-0.36,-0.03,0.51,22
2013CAR,2013,Eastern,Southeast,Carolina Hurricanes,CAR,N,48,19,25,,4,42,0.438,128,160,-0.65,0.02,0.396,18
2013TBL,2013,Eastern,Southeast,Tampa Bay Lightning,TBL,N,48,18,26,,4,40,0.417,148,150,-0.11,-0.07,0.396,17
2013FLA,2013,Eastern,Southeast,Florida Panthers,FLA,N,48,15,27,,6,36,0.375,112,171,-1.18,0.05,0.292,12
2013CHI,2013,Western,Central,Chicago Blackhawks,CHI,Y,48,36,7,,5,77,0.802,155,102,1.04,-0.07,0.74,30
2013STL,2013,Western,Central,St. Louis Blues,STL,Y,48,29,17,,2,60,0.625,129,115,0.31,0.02,0.563,24
2013DET,2013,Western,Central,Detroit Red Wings,DET,Y,48,24,16,,8,56,0.583,124,115,0.2,0.01,0.531,22
2013CBJ,2013,Western,Central,Columbus Blue Jackets,CBJ,N,48,24,17,,7,55,0.573,120,119,0.03,0.01,0.49,19
2013NSH,2013,Western,Central,Nashville Predators,NSH,N,48,16,23,,9,41,0.427,111,139,-0.5,0.09,0.375,14
2013VAN,2013,Western,Northwest,Vancouver Canucks,VAN,Y,48,26,15,,7,59,0.615,127,121,0.07,-0.06,0.552,21
2013MIN,2013,Western,Northwest,Minnesota Wild,MIN,Y,48,26,19,,3,55,0.573,122,127,-0.16,-0.05,0.521,22
2013EDM,2013,Western,Northwest,Edmonton Oilers,EDM,N,48,19,22,,7,45,0.469,125,134,-0.22,-0.03,0.406,17
2013CGY,2013,Western,Northwest,Calgary Flames,CGY,N,48,19,25,,4,42,0.438,128,160,-0.65,0.02,0.427,19
2013COL,2013,Western,Northwest,Colorado Avalanche,COL,N,48,16,25,,7,39,0.406,116,152,-0.73,0.02,0.333,14
2013ANA,2013,Western,Pacific,Anaheim Ducks,ANA,Y,48,30,12,,6,66,0.688,140,118,0.43,-0.02,0.594,24
